YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,TAXI_OUT,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,DIVERTED,CANCELLED
2015,11,6,5,EV,2790,HOU,DFW,959,11.0,11.0,76.0,247,1115,-2.0,0,0
2015,9,14,1,NK,805,ATL,LAS,2025,29.0,19.0,255.0,1747,2140,32.0,0,0
2015,7,10,5,DL,1543,OMA,DTW,1730,46.0,11.0,118.0,651,2028,35.0,0,0
2015,8,8,6,AA,1334,MIA,MCO,2135,139.0,13.0,68.0,192,2243,127.0,0,0
2015,2,8,7,AA,956,MIA,RDU,2135,-8.0,20.0,128.0,700,2343,-7.0,0,0
2015,3,12,4,OO,6381,DEN,LAS,839,-9.0,19.0,116.0,628,935,-6.0,0,0
2015,11,11,3,OO,4813,SEA,PSC,1055,-8.0,24.0,60.0,172,1155,-9.0,0,0
2015,7,13,1,UA,1285,SNA,DEN,1218,60.0,9.0,134.0,846,1532,49.0,0,0
2015,4,7,2,UA,1417,EWR,ATL,1505,7.0,24.0,151.0,746,1736,-6.0,0,0
2015,4,8,3,OO,4971,IAH,ABQ,1735,0.0,17.0,136.0,744,1851,9.0,0,0
2015,11,9,1,EV,5391,DTW,MDW,1743,-7.0,17.0,76.0,228,1759,-15.0,0,0
2015,4,25,6,NK,332,ACY,BOS,1700,0.0,15.0,71.0,274,1811,-1.0,0,0
2015,9,6,7,WN,3571,ABQ,DAL,1755,-8.0,6.0,95.0,580,2030,-10.0,0,0
2015,10,11,7,DL,2801,11481,10397,1435,-3.0,11.0,73.0,240,1648,-15.0,0,0
2015,2,16,1,OO,4583,PHX,SLC,1725,-7.0,15.0,99.0,507,1904,-4.0,0,0
2015,10,31,6,EV,4170,12266,13342,1015,115.0,18.0,171.0,984,1306,82.0,0,0
2015,4,11,6,WN,2827,AUS,PHX,1830,15.0,11.0,150.0,872,1900,14.0,0,0
2015,8,14,5,MQ,3234,RIC,ORD,807,-2.0,13.0,133.0,642,920,-18.0,0,0
2015,2,20,5,OO,4591,MSP,IAD,1018,-2.0,34.0,141.0,908,1339,10.0,0,0
2015,12,9,3,AA,1296,SAN,ORD,1505,-2.0,13.0,238.0,1723,2103,-7.0,0,0
2015,5,13,3,UA,462,LGA,IAH,1021,-3.0,45.0,244.0,1416,1325,0.0,0,0
2015,11,10,2,DL,2206,ATL,ORF,1418,-5.0,15.0,93.0,516,1551,-4.0,0,0
2015,3,17,2,US,2159,BOS,DCA,600,-4.0,32.0,101.0,399,741,11.0,0,0
2015,12,29,2,WN,1035,MCI,MDW,1350,23.0,7.0,80.0,405,1510,19.0,0,0
2015,11,1,7,AA,1945,RIC,CLT,1759,-7.0,30.0,77.0,257,1916,9.0,0,0
2015,6,5,5,AA,2238,CLE,DFW,1609,-10.0,11.0,169.0,1021,1758,-6.0,0,0
2015,7,16,4,DL,2167,ALB,MSP,642,5.0,17.0,163.0,980,825,7.0,0,0
2015,1,1,4,WN,4788,BOS,ATL,1345,-6.0,12.0,180.0,946,1645,-10.0,0,0
2015,11,21,6,DL,1682,DTW,EWR,1546,301.0,117.0,103.0,488,1729,385.0,0,0
2015,4,12,7,OO,7399,MSP,HIB,1115,-4.0,14.0,60.0,174,1215,-9.0,0,0
2015,4,9,4,US,1855,MSY,CLT,1058,-4.0,11.0,111.0,651,1349,0.0,0,0
2015,3,25,3,DL,1105,ATL,SLC,815,-4.0,19.0,255.0,1590,1030,-12.0,0,0
2015,5,1,5,EV,5331,DTW,ORF,2011,12.0,17.0,108.0,529,2159,-1.0,0,0
2015,7,28,2,VX,165,EWR,LAX,1300,-6.0,13.0,350.0,2454,1550,-23.0,0,0
2015,4,23,4,B6,741,BOS,SRQ,901,13.0,26.0,203.0,1220,1224,13.0,0,0
2015,10,12,1,NK,146,10721,10397,1458,18.0,17.0,177.0,946,1755,-8.0,0,0
2015,6,8,1,EV,4630,IAH,LFT,1735,-7.0,13.0,59.0,201,1834,-13.0,0,0
2015,4,11,6,OO,4512,SLC,FCA,2200,-12.0,14.0,96.0,531,2336,-13.0,0,0
2015,9,24,4,MQ,3287,GRR,ORD,1558,-5.0,15.0,62.0,137,1600,13.0,0,0
2015,9,27,7,EV,2733,MEI,DFW,755,-10.0,10.0,107.0,485,942,-16.0,0,0
2015,9,15,2,MQ,3407,HOU,DFW,1245,-7.0,7.0,79.0,247,1404,-18.0,0,0
2015,2,10,2,AA,1677,DFW,MEM,800,-5.0,17.0,85.0,432,925,-1.0,0,0
2015,5,16,6,WN,2844,MCO,DEN,1730,6.0,13.0,245.0,1546,1935,5.0,0,0
2015,9,15,2,OO,6502,SNA,SFO,645,-1.0,26.0,105.0,372,830,-14.0,0,0
2015,12,20,7,EV,2817,DFW,GRK,1208,-1.0,17.0,57.0,134,1305,-10.0,0,0
2015,9,3,4,OO,5332,ORD,PAH,1349,-5.0,20.0,83.0,342,1512,-9.0,0,0
2015,3,29,7,AA,1016,ORD,MSP,2210,-4.0,13.0,92.0,334,2342,-20.0,0,0
2015,6,11,4,AA,1062,DFW,MCI,710,-6.0,17.0,100.0,460,850,-15.0,0,0
2015,7,19,7,WN,3393,DEN,BWI,530,0.0,10.0,200.0,1491,1050,-10.0,0,0
2015,12,12,6,DL,1343,SEA,ANC,1145,31.0,15.0,219.0,1448,1424,21.0,0,0
2015,10,28,3,AA,2435,13303,12892,1835,0.0,13.0,341.0,2342,2116,-9.0,0,0
2015,1,16,5,AA,1421,DTW,MIA,640,-4.0,16.0,199.0,1145,959,-28.0,0,0
2015,4,28,2,OO,6522,LAX,PHX,1225,3.0,15.0,88.0,370,1353,-5.0,0,0
2015,7,8,3,WN,479,SDF,MCO,1305,-5.0,8.0,125.0,719,1510,-24.0,0,0
2015,3,28,6,EV,5188,TUL,DTW,800,-1.0,13.0,129.0,789,1109,9.0,0,0
2015,9,22,2,DL,1772,PHX,ATL,1248,-1.0,13.0,223.0,1587,1931,-24.0,0,0
2015,11,9,1,AA,1724,BOS,PHL,930,-9.0,18.0,97.0,280,1107,-27.0,0,0
2015,7,7,2,AA,544,PHX,DFW,1230,-6.0,21.0,144.0,868,1654,-11.0,0,0
2015,1,5,1,EV,3826,EWR,BTV,1955,135.0,23.0,72.0,266,2107,141.0,0,0
2015,11,24,2,WN,785,IND,RSW,935,-5.0,13.0,150.0,945,1205,-19.0,0,0
2015,5,30,6,DL,528,LGA,MSP,1130,2.0,13.0,182.0,1020,1332,-24.0,0,0
2015,5,8,5,UA,635,BWI,ORD,700,-7.0,10.0,127.0,622,807,-26.0,0,0
2015,3,23,1,WN,3,HOU,BHM,900,5.0,21.0,90.0,570,1030,14.0,0,0
2015,9,3,4,UA,234,SJC,IAH,620,-5.0,15.0,224.0,1608,1204,-2.0,0,0
2015,8,25,2,DL,1548,LGA,ATL,1359,-7.0,16.0,157.0,762,1636,-35.0,0,0
2015,11,4,3,OO,4816,LAX,SJC,1425,-2.0,16.0,80.0,308,1545,-6.0,0,0
2015,8,19,3,OO,6360,SMX,SFO,1413,47.0,11.0,65.0,216,1518,33.0,0,0
2015,12,18,5,OO,4607,SEA,SFO,1059,155.0,20.0,139.0,679,1318,151.0,0,0
2015,7,25,6,WN,4591,IND,MCI,1510,-2.0,10.0,85.0,451,1535,-3.0,0,0
2015,6,22,1,WN,1738,BNA,LAX,650,-4.0,14.0,260.0,1797,910,-13.0,0,0
2015,8,24,1,UA,1593,EWR,MCO,1900,4.0,32.0,175.0,937,2155,0.0,0,0
2015,3,26,4,OO,4630,COS,SLC,825,-6.0,13.0,110.0,411,1015,-13.0,0,0
2015,7,29,3,DL,1687,MSP,SAN,925,-5.0,18.0,223.0,1532,1108,-6.0,0,0
2015,10,26,1,UA,680,14771,13930,14,-4.0,13.0,258.0,1846,632,-30.0,0,0
2015,1,11,7,DL,1680,ATL,SFO,1050,8.0,22.0,332.0,2139,1322,-4.0,0,0
2015,5,15,5,B6,1885,BOS,PIT,1746,51.0,19.0,104.0,496,1930,50.0,0,0
2015,12,1,2,VX,960,SFO,SAN,1810,-5.0,13.0,85.0,447,1935,-8.0,0,0
2015,3,14,6,EV,5556,MHT,DTW,1220,-9.0,28.0,137.0,610,1437,6.0,0,0
2015,4,1,3,MQ,3259,DSM,ORD,1250,28.0,8.0,79.0,299,1409,29.0,0,0
2015,4,11,6,WN,1337,PHX,LAS,1035,12.0,17.0,65.0,255,1140,12.0,0,0
2015,1,18,7,WN,4101,LAS,RNO,1730,-1.0,14.0,80.0,345,1850,-4.0,0,0
2015,7,6,1,AA,190,SAT,DFW,1809,-6.0,9.0,76.0,247,1925,-8.0,0,0
2015,7,12,7,AA,249,DFW,SFO,1545,-8.0,16.0,228.0,1464,1733,-25.0,0,0
2015,11,4,3,AA,2143,LGA,DCA,1500,13.0,17.0,80.0,214,1620,1.0,0,0
2015,5,22,5,WN,4370,DAL,LAX,600,77.0,13.0,200.0,1246,720,82.0,0,0
2015,2,7,6,US,1884,DCA,CLT,535,2.0,14.0,87.0,331,702,-14.0,0,0
2015,1,2,5,MQ,2893,CID,ORD,1010,26.0,8.0,65.0,196,1115,16.0,0,0
2015,3,18,3,OO,4713,SMF,SLC,1630,-4.0,12.0,96.0,532,1906,1.0,0,0
2015,8,15,6,OO,6505,SJC,DEN,1331,-12.0,11.0,151.0,948,1702,-6.0,0,0
2015,5,18,1,OO,4809,SJC,SEA,730,-1.0,29.0,129.0,697,939,3.0,0,0
2015,8,30,7,WN,2236,OAK,ABQ,620,38.0,18.0,135.0,889,935,36.0,0,0
2015,6,21,7,WN,2168,BWI,RDU,915,42.0,12.0,65.0,255,1020,35.0,0,0
2015,8,17,1,WN,1103,PHX,SNA,1635,0.0,9.0,70.0,338,1745,-6.0,0,0
2015,12,8,2,UA,632,IAD,LAX,1220,-6.0,11.0,354.0,2288,1514,-41.0,0,0
2015,8,19,3,MQ,3101,LGA,DTW,659,-4.0,25.0,108.0,502,847,-8.0,0,0
2015,12,16,3,WN,2858,ONT,LAS,1200,18.0,13.0,55.0,197,1255,20.0,0,0
2015,12,18,5,MQ,3219,BHM,DFW,1856,-3.0,12.0,136.0,597,2112,-17.0,0,0
2015,5,3,7,WN,3803,MSY,FLL,1615,-5.0,10.0,110.0,674,1905,-6.0,0,0
2015,5,29,5,OO,6368,DEN,BIS,1720,-12.0,19.0,97.0,516,1957,-9.0,0,0
2015,12,2,3,UA,1945,IAH,EWR,1416,15.0,18.0,214.0,1400,1850,1.0,0,0
2015,5,13,3,F9,1250,ORD,PHL,1900,31.0,21.0,115.0,678,2155,29.0,0,0
2015,1,5,1,B6,306,FLL,EWR,940,94.0,14.0,169.0,1065,1229,92.0,0,0
2015,2,26,4,UA,535,JFK,LAX,1700,-2.0,16.0,385.0,2475,2025,-24.0,0,0
2015,3,11,3,B6,933,MCO,SJU,1625,0.0,20.0,162.0,1189,1907,8.0,0,0
2015,8,9,7,UA,348,OGG,ORD,1610,3.0,14.0,470.0,4184,500,-15.0,0,0
2015,9,20,7,DL,879,GSP,ATL,1830,-1.0,13.0,65.0,153,1935,-16.0,0,0
2015,3,20,5,AA,2280,DFW,MSY,1920,44.0,13.0,78.0,447,2038,41.0,0,0
2015,9,3,4,WN,156,TPA,BNA,1255,-2.0,11.0,105.0,612,1340,-5.0,0,0
2015,9,26,6,AA,2314,RNO,DFW,1220,-9.0,10.0,196.0,1345,1736,8.0,0,0
2015,3,4,3,B6,922,PBI,BOS,600,-9.0,9.0,178.0,1197,858,-19.0,0,0
2015,6,26,5,WN,739,BHM,LAS,1105,5.0,15.0,235.0,1618,1300,-7.0,0,0
2015,8,8,6,B6,1041,JFK,SAV,1545,22.0,28.0,155.0,718,1820,-1.0,0,0
2015,3,29,7,WN,2524,LGA,BNA,1725,-3.0,13.0,160.0,764,1905,-39.0,0,0
2015,11,10,2,MQ,3127,ORD,MLI,2024,-2.0,21.0,57.0,139,2121,-2.0,0,0
2015,7,2,4,WN,491,LAX,RNO,1110,-2.0,18.0,75.0,391,1225,5.0,0,0
2015,9,28,1,AA,1924,ATL,CLT,851,-2.0,18.0,84.0,226,1015,-19.0,0,0
2015,4,25,6,EV,5010,DTW,SAT,1950,2.0,19.0,201.0,1214,2211,12.0,0,0
2015,6,10,3,AA,1621,MIA,MSP,2025,27.0,10.0,229.0,1501,2314,11.0,0,0
2015,5,9,6,WN,977,MSY,HOU,715,-7.0,9.0,75.0,302,830,-14.0,0,0
2015,10,27,2,EV,5058,11433,11995,2043,14.0,10.0,102.0,460,2225,3.0,0,0
2015,6,30,2,VX,874,DAL,LGA,1630,23.0,8.0,200.0,1381,2050,38.0,0,0
2015,4,17,5,DL,1064,MCI,SLC,550,-5.0,10.0,163.0,920,733,-40.0,0,0
2015,7,22,3,AS,365,OAK,SEA,945,-7.0,14.0,110.0,672,1135,-5.0,0,0
2015,2,11,3,AA,330,PBI,ORD,600,-10.0,11.0,197.0,1144,817,-23.0,0,0
2015,7,21,2,MQ,3274,ORD,IND,1454,13.0,12.0,63.0,177,1657,-3.0,0,0
2015,4,30,4,EV,3819,GSP,ORD,1100,-9.0,10.0,118.0,578,1158,-8.0,0,0
2015,2,2,1,US,1981,PHL,ATL,945,-1.0,16.0,148.0,666,1213,-16.0,0,0
2015,2,27,5,EV,3257,GSP,ORD,1256,-6.0,13.0,124.0,578,1400,-4.0,0,0
2015,10,21,3,DL,2796,12892,14831,830,-2.0,28.0,80.0,308,950,-1.0,0,0
2015,10,6,2,DL,2613,11612,10397,600,-8.0,16.0,88.0,350,828,-23.0,0,0
2015,12,31,4,WN,5665,BDL,MDW,1200,10.0,12.0,150.0,777,1330,17.0,0,0
2015,11,2,1,AS,573,SAN,PDX,630,-10.0,21.0,159.0,933,909,-21.0,0,0
2015,10,9,5,WN,287,11259,10599,935,-2.0,11.0,95.0,587,1110,-11.0,0,0
2015,10,12,1,B6,65,12478,10140,2000,-3.0,22.0,286.0,1826,2246,-24.0,0,0
2015,6,29,1,EV,5106,ATL,ILM,1639,-3.0,18.0,88.0,377,1807,-14.0,0,0
2015,4,1,3,WN,3482,HOU,MDW,2045,47.0,8.0,135.0,937,2300,42.0,0,0
2015,5,25,1,AA,1537,EWR,DFW,859,-3.0,19.0,240.0,1372,1159,-28.0,0,0
2015,3,25,3,MQ,3697,GPT,DFW,1020,-8.0,10.0,115.0,500,1215,-24.0,0,0
2015,6,2,2,WN,433,MDW,OMA,1445,-4.0,7.0,85.0,423,1610,-17.0,0,0
2015,2,13,5,DL,1680,SFO,ATL,1430,-3.0,12.0,276.0,2139,2206,-26.0,0,0
2015,12,20,7,OO,4753,ONT,SLC,1015,-6.0,8.0,108.0,558,1303,-21.0,0,0
2015,5,10,7,UA,1699,BOS,SFO,1700,27.0,29.0,395.0,2704,2035,32.0,0,0
2015,12,29,2,DL,2831,ATL,MCI,2206,-3.0,32.0,135.0,692,2321,-4.0,0,0
2015,1,16,5,F9,1062,SLC,ORD,1850,-3.0,11.0,185.0,1250,2255,-14.0,0,0
2015,4,17,5,WN,869,SEA,SJC,1835,-3.0,21.0,120.0,697,2035,2.0,0,0
2015,7,2,4,DL,1305,DTW,BDL,1530,-1.0,12.0,101.0,549,1711,-20.0,0,0
2015,6,18,4,DL,2206,ATL,ORF,1359,11.0,22.0,106.0,516,1545,6.0,0,0
2015,9,2,3,VX,731,DCA,DAL,730,-4.0,13.0,185.0,1184,935,-14.0,0,0
2015,11,3,2,EV,4495,EWR,SAV,714,-9.0,19.0,138.0,708,932,-2.0,0,0
2015,8,12,3,WN,113,ABQ,HOU,645,-6.0,13.0,120.0,759,945,3.0,0,0
2015,8,27,4,UA,714,LAS,CLE,929,-2.0,14.0,243.0,1824,1632,-15.0,0,0
2015,7,15,3,DL,2840,ATL,PNS,2229,-6.0,18.0,71.0,271,2240,-12.0,0,0
2015,7,9,4,WN,1816,SMF,PDX,600,-4.0,9.0,85.0,479,725,-7.0,0,0
2015,5,21,4,B6,654,PBI,JFK,1109,8.0,10.0,171.0,1028,1400,-17.0,0,0
2015,8,8,6,OO,5617,DEN,PDX,823,-1.0,20.0,164.0,991,1007,4.0,0,0
2015,6,26,5,DL,1323,ATL,AGS,2306,-1.0,16.0,49.0,143,2355,1.0,0,0
2015,4,13,1,UA,1255,ORD,LAX,1703,5.0,12.0,268.0,1744,1931,-14.0,0,0
2015,8,31,1,OO,4632,MSO,SLC,1300,-3.0,15.0,90.0,436,1430,-2.0,0,0
2015,10,7,3,AA,695,14107,12892,1705,-5.0,19.0,89.0,370,1834,-5.0,0,0
2015,2,23,1,EV,5221,AVP,DTW,1714,-3.0,9.0,105.0,399,1859,-21.0,0,0
2015,3,22,7,US,496,SMF,PHX,1915,1.0,10.0,105.0,647,2100,-3.0,0,0
2015,10,26,1,WN,3045,11292,14869,840,-3.0,11.0,90.0,391,1010,-13.0,0,0
2015,7,25,6,WN,64,LAS,SEA,1335,0.0,13.0,155.0,867,1610,-15.0,0,0
2015,3,5,4,B6,548,TPA,HPN,1509,243.0,32.0,165.0,1032,1754,242.0,0,0
2015,7,22,3,NK,639,DTW,TPA,730,89.0,16.0,145.0,983,955,98.0,0,0
2015,1,10,6,DL,1285,ATL,PBI,1925,-1.0,16.0,109.0,545,2114,-16.0,0,0
2015,6,23,2,UA,489,BOS,SFO,854,1.0,12.0,381.0,2704,1215,-1.0,0,0
2015,9,11,5,MQ,3559,DFW,MHK,1530,-11.0,20.0,91.0,431,1701,-2.0,0,0
2015,10,8,4,OO,6483,10372,12892,918,-9.0,9.0,125.0,737,1023,-26.0,0,0
2015,4,28,2,EV,5566,ATL,CSG,1339,-5.0,11.0,41.0,83,1420,-13.0,0,0
2015,11,5,4,B6,862,SJU,BOS,1931,24.0,11.0,241.0,1674,2232,21.0,0,0
2015,11,14,6,DL,463,JFK,SAN,1825,-3.0,15.0,378.0,2446,2143,-47.0,0,0
2015,9,21,1,UA,556,DEN,LGA,1115,82.0,36.0,232.0,1620,1707,81.0,0,0
2015,3,27,5,UA,1140,FLL,CLE,1114,14.0,13.0,176.0,1062,1410,-27.0,0,0
2015,8,27,4,DL,1385,TVC,DTW,1346,-1.0,11.0,62.0,207,1448,3.0,0,0
2015,6,20,6,WN,3657,CMH,MCO,530,0.0,12.0,125.0,802,735,0.0,0,0
2015,2,25,3,WN,2059,ELP,PHX,1600,0.0,15.0,75.0,347,1715,4.0,0,0
2015,4,23,4,OO,4576,MSP,RAP,900,2.0,13.0,109.0,489,949,-10.0,0,0
2015,9,5,6,WN,1942,SMF,LAX,715,1.0,13.0,80.0,373,835,5.0,0,0
2015,10,5,1,WN,2609,14771,12892,1500,-7.0,24.0,85.0,337,1625,5.0,0,0
2015,2,6,5,US,1925,BWI,CLT,640,-7.0,15.0,94.0,361,814,-17.0,0,0
2015,10,25,7,OO,4856,12892,13796,1435,-1.0,20.0,86.0,337,1601,-4.0,0,0
2015,7,25,6,DL,2848,MLB,ATL,600,-2.0,10.0,90.0,442,730,-6.0,0,0
2015,4,8,3,DL,496,JFK,FLL,1110,6.0,19.0,189.0,1069,1419,-11.0,0,0
2015,9,14,1,WN,2865,PDX,SNA,600,-2.0,10.0,150.0,859,830,-9.0,0,0
2015,3,14,6,B6,499,LGA,MCO,2100,-10.0,11.0,166.0,950,2346,-13.0,0,0
2015,4,27,1,MQ,3406,ORD,DSM,2015,-4.0,13.0,82.0,299,2137,-25.0,0,0
2015,12,17,4,OO,4737,SLC,DFW,2010,12.0,15.0,164.0,989,2354,-17.0,0,0
2015,9,13,7,AA,1100,LGA,DFW,830,-4.0,13.0,242.0,1389,1132,-28.0,0,0
2015,8,4,2,MQ,3656,ORD,EVV,2015,-2.0,11.0,75.0,272,2130,-21.0,0,0
2015,1,6,2,EV,5419,LEX,ATL,1524,-5.0,8.0,81.0,304,1645,-12.0,0,0
2015,11,11,3,AA,2070,CLT,CLE,2220,-6.0,9.0,91.0,430,2351,-16.0,0,0
2015,9,7,1,DL,1323,PHL,MSP,1712,1.0,17.0,162.0,980,1854,-6.0,0,0
2015,10,16,5,DL,2812,10397,11540,1421,2.0,9.0,200.0,1282,1541,-9.0,0,0
2015,5,28,4,EV,3953,EWR,BTV,1455,-1.0,25.0,80.0,266,1615,-3.0,0,0
2015,7,5,7,EV,6124,CLT,EWR,2002,15.0,20.0,117.0,529,2159,14.0,0,0
2015,7,27,1,OO,5450,DEN,LAR,1113,-6.0,16.0,51.0,113,1204,-12.0,0,0
2015,4,23,4,AA,1442,BOS,DFW,1603,24.0,16.0,262.0,1562,1925,20.0,0,0
2015,9,25,5,AA,41,ORD,SEA,1705,14.0,19.0,277.0,1721,1942,-4.0,0,0
2015,12,20,7,B6,111,BOS,ORD,700,-4.0,15.0,181.0,867,901,20.0,0,0
2015,7,5,7,OO,5290,AVL,ORD,1706,-8.0,11.0,114.0,536,1800,-24.0,0,0
2015,7,14,2,OO,4626,MSO,SLC,1850,0.0,13.0,90.0,436,2020,1.0,0,0
2015,2,4,3,EV,5487,DTW,BHM,841,91.0,45.0,131.0,625,952,125.0,0,0
2015,9,12,6,AA,713,CLT,MSP,1115,33.0,23.0,159.0,930,1254,31.0,0,0
2015,5,22,5,WN,722,ATL,HOU,1055,-2.0,13.0,140.0,696,1215,-16.0,0,0
2015,7,20,1,UA,1129,FLL,IAH,1459,-5.0,14.0,161.0,966,1640,-6.0,0,0
2015,10,4,7,UA,1887,11292,12264,1253,24.0,11.0,202.0,1452,1815,23.0,0,0
2015,10,12,1,DL,1207,11433,14869,1915,12.0,19.0,235.0,1481,2110,5.0,0,0
2015,3,8,7,WN,491,BOS,CAK,1605,-1.0,12.0,115.0,549,1800,-3.0,0,0
2015,3,25,3,B6,305,EWR,FLL,1610,-5.0,13.0,189.0,1065,1919,-29.0,0,0
2015,8,8,6,WN,4194,DAL,ABQ,1815,-7.0,7.0,100.0,580,1855,-17.0,0,0
2015,5,14,4,WN,3564,BWI,ROC,2230,-1.0,14.0,70.0,277,2340,-8.0,0,0
2015,6,20,6,WN,1938,BWI,AUS,1840,4.0,23.0,205.0,1342,2105,11.0,0,0
2015,4,30,4,B6,1790,DCA,BOS,600,-7.0,18.0,85.0,399,725,-1.0,0,0
2015,8,3,1,WN,2950,DAL,MSY,1535,-4.0,7.0,80.0,436,1655,-13.0,0,0
2015,3,17,2,MQ,3556,ORF,LGA,1138,-15.0,11.0,81.0,296,1259,-23.0,0,0
2015,3,15,7,B6,328,MCO,EWR,1952,0.0,12.0,157.0,937,2229,16.0,0,0
2015,9,21,1,WN,1894,OAK,LAS,605,2.0,11.0,90.0,407,735,-8.0,0,0
2015,6,20,6,OO,7397,SLC,SGU,2010,-4.0,13.0,62.0,272,2112,-5.0,0,0
2015,3,29,7,DL,1737,DTW,BWI,710,-1.0,15.0,90.0,409,840,-5.0,0,0
2015,10,6,2,EV,4761,13930,14524,710,-9.0,14.0,122.0,642,1012,-19.0,0,0
2015,6,23,2,WN,3839,HOU,ECP,1005,2.0,8.0,95.0,571,1140,0.0,0,0
2015,3,25,3,EV,4352,CVG,EWR,1842,-3.0,12.0,113.0,569,2035,0.0,0,0
2015,7,1,3,AS,677,DEN,SEA,1545,19.0,20.0,170.0,1024,1735,11.0,0,0
2015,5,12,2,WN,17,HOU,CRP,1250,-9.0,7.0,50.0,187,1340,-15.0,0,0
2015,9,6,7,EV,2681,SHV,DFW,1643,-11.0,8.0,61.0,190,1744,-13.0,0,0
2015,5,29,5,OO,4817,BOI,SEA,1534,-5.0,13.0,86.0,399,1600,-2.0,0,0
2015,4,26,7,UA,1289,STT,IAD,1701,-6.0,11.0,250.0,1606,2111,-2.0,0,0
2015,4,2,4,AA,990,ORD,LAX,1030,23.0,19.0,279.0,1744,1309,46.0,0,0
2015,3,30,1,AA,1436,MCI,DFW,600,-3.0,14.0,105.0,460,745,-4.0,0,0
2015,9,26,6,DL,2396,ATL,RSW,1530,15.0,12.0,103.0,515,1713,5.0,0,0
2015,3,7,6,UA,1652,SJU,CLE,1445,-3.0,16.0,280.0,1839,1825,-19.0,0,0
2015,9,27,7,OO,6350,BFL,DEN,1317,-6.0,9.0,148.0,845,1645,-18.0,0,0
2015,5,2,6,UA,656,ORD,BUF,1400,-5.0,22.0,89.0,473,1629,-7.0,0,0
2015,5,31,7,US,856,CLT,DCA,1944,15.0,15.0,76.0,331,2100,15.0,0,0
2015,12,21,1,NK,720,DEN,DFW,2055,17.0,12.0,111.0,641,2346,11.0,0,0
2015,4,28,2,UA,1653,ORD,IAD,833,-4.0,13.0,106.0,589,1119,-7.0,0,0
2015,9,25,5,OO,6352,BOI,SFO,1753,17.0,17.0,107.0,522,1840,20.0,0,0
2015,2,25,3,OO,4523,ASE,ATL,1245,6.0,7.0,180.0,1304,1745,10.0,0,0
2015,7,30,4,OO,3455,BUR,PDX,1500,-2.0,16.0,127.0,817,1707,6.0,0,0
2015,1,23,5,OO,4464,SLC,BNA,1725,-3.0,17.0,195.0,1404,2140,-3.0,0,0
2015,12,17,4,MQ,3612,ORD,SGF,1709,-4.0,14.0,103.0,438,1852,-12.0,0,0
2015,2,5,4,OO,7428,PIH,SLC,700,-10.0,8.0,45.0,150,745,-12.0,0,0
2015,5,1,5,MQ,2963,GRR,ORD,1821,-3.0,10.0,61.0,137,1822,-14.0,0,0
2015,8,10,1,OO,2879,LAX,SJC,1000,-5.0,11.0,76.0,308,1116,-18.0,0,0
2015,11,30,1,DL,2573,MDW,ATL,1354,-5.0,9.0,113.0,591,1647,-14.0,0,0
2015,5,23,6,B6,438,MCO,BDL,840,-10.0,11.0,159.0,1050,1119,-21.0,0,0
2015,6,24,3,DL,710,EWR,MSP,1114,-5.0,18.0,173.0,1008,1307,10.0,0,0
2015,1,26,1,AA,1415,DFW,PIT,920,13.0,13.0,151.0,1067,1251,27.0,0,0
2015,11,4,3,WN,1126,IND,PHX,1710,0.0,9.0,240.0,1488,1910,-6.0,0,0
2015,2,5,4,WN,1354,DAL,TUL,900,-3.0,24.0,60.0,237,1000,2.0,0,0
2015,5,13,3,US,604,DEN,PHX,1217,-2.0,10.0,108.0,602,1305,-6.0,0,0
2015,4,5,7,F9,1253,RSW,MKE,2004,29.0,10.0,175.0,1183,2159,32.0,0,0
2015,6,22,1,WN,3581,LAS,DAL,1525,12.0,15.0,160.0,1067,2005,12.0,0,0
2015,8,21,5,VX,924,SFO,LAX,1105,46.0,15.0,80.0,337,1225,46.0,0,0
2015,6,3,3,UA,304,IAH,SNA,1137,-4.0,18.0,215.0,1346,1312,-17.0,0,0
2015,1,22,4,WN,4403,MSY,ATL,1640,4.0,14.0,85.0,425,1905,2.0,0,0
2015,9,3,4,AA,1172,BOS,MIA,1854,-6.0,15.0,210.0,1258,2224,-31.0,0,0
2015,5,5,2,EV,5274,JAN,ATL,1150,-7.0,25.0,81.0,341,1411,6.0,0,0
2015,7,26,7,AA,2190,MFE,DFW,1559,-4.0,12.0,101.0,469,1740,-1.0,0,0
2015,3,24,2,AA,1357,SJU,JFK,1335,-3.0,18.0,253.0,1598,1748,-7.0,0,0
2015,12,18,5,DL,1746,MIA,ATL,1010,96.0,25.0,120.0,594,1210,91.0,0,0
2015,9,16,3,OO,2875,LAX,SAN,740,-6.0,18.0,54.0,109,834,-10.0,0,0
2015,9,10,4,WN,233,SAN,SMF,2000,3.0,8.0,90.0,480,2130,-8.0,0,0
2015,6,7,7,UA,387,IAH,EWR,850,0.0,28.0,219.0,1400,1329,6.0,0,0
2015,8,14,5,WN,2927,LAS,RNO,840,-1.0,18.0,75.0,345,955,-1.0,0,0
2015,4,6,1,B6,27,EWR,MCO,900,-9.0,31.0,179.0,937,1159,-20.0,0,0
